Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
fnG67.13785.082	Frown	G67	Non-fiction	s	OTH	Collier's mystical perception	Collier	Collier	ProperN	N	mystical perception	perception	animate	inanimate	animate	animate	-2.096910013	1	2	73	N
fnG11.02278.012	Frown	G11	Non-fiction	of	OTH	The grammatical possibilities of the German language	the German language	language	CommonN	N	The grammatical possibilities	possibilities	inanimate	inanimate	inanimate	inanimate	-2.096910013	3	3	77	N
fnG67.13737.022	Frown	G67	Non-fiction	s	OTH	McNickle's presence	McCaskill	McNickle	ProperN	N	presence	presence	animate	inanimate	animate	animate	-2.096910013	1	1	71	N
fnG12.02426.093	Frown	G12	Non-fiction	of	OTH	the problem of history	history	history	CommonN	N	the problem	problem	inanimate	inanimate	inanimate	inanimate	-2.096910013	1	2	74	N
fnG11.02106.082	Frown	G11	Non-fiction	of	OTH	the problem of language	language	language	CommonN	N	the problem	problem	inanimate	inanimate	inanimate	inanimate	-2.096910013	1	2	73	N
fnG11.02114.013	Frown	G11	Non-fiction	of	OTH	the question of language	language	language	CommonN	N	the question	question	inanimate	inanimate	inanimate	inanimate	-2.096910013	1	2	63	N
fnG12.02384.062	Frown	G12	Non-fiction	of	OTH	This reworking of history	history	history	CommonN	N	the reworking	reworking	inanimate	inanimate	inanimate	inanimate	-2.096910013	1	2	75	N
fnG12.02377.012	Frown	G12	Non-fiction	of	OTH	the telling and enactment of that history	that history	history	CommonN	N	the telling and enactment	telling	inanimate	inanimate	inanimate	inanimate	-2.096910013	2	4	76	N
fnG11.02259.073	Frown	G11	Non-fiction	of	OTH	the vocabulary of the new language	the new language	language	CommonN	N	the vocabulary	vocabulary	inanimate	inanimate	inanimate	inanimate	-2.096910013	3	2	75	N
fnG67.13911.013	Frown	G67	Non-fiction	s	OTH	McNickle's work	McNickle	McNickle	ProperN	N	work	work	animate	inanimate	animate	animate	-2.096910013	1	1	73	N
fnG46.09453.023	Frown	G46	Non-fiction	of	OTH	the reputational careers of directors who resemble	directors who resemble	directors	CommonN	N	the reputational careers	careers	animate	inanimate	animate	animate	-2.070581074	3	3	70	N
fnG57.11846.002	Frown	G57	Non-fiction	of	OTH	the destiny of American education	American education	education	CommonN	N	the destiny	destiny	inanimate	inanimate	inanimate	inanimate	-2.070581074	2	2	66	N
fnG53.10968.002	Frown	G53	Non-fiction	s	OTH	his own family's fate	his own family	family	CommonN	N	fate	fate	inanimate	inanimate	collective	collective	-2.070581074	3	1	70	N
fnG57.11774.062	Frown	G57	Non-fiction	of	OTH	the fate of American education	American education	education	CommonN	N	the fate	fate	inanimate	inanimate	inanimate	inanimate	-2.070581074	2	2	75	N
fnG12.02377.012	Frown	G12	Non-fiction	s	OTH	Utopia's founding	Utopia	Utopia	ProperN	N	founding	founding	inanimate	inanimate	inanimate	place	-2.070581074	1	1	76	N
fnG12.02423.022	Frown	G12	Non-fiction	s	OTH	Utopus's improvement	Utopus	Utopia	ProperN	N	improvement	improvement	inanimate	inanimate	inanimate	place	-2.070581074	1	1	75	N
fnG53.10971.072	Frown	G53	Non-fiction	of	OTH	five members of his New England family	his New England family	family	CommonN	N	five members	members	inanimate	animate	collective	collective	-2.070581074	4	2	69	N
fnG53.10976.032	Frown	G53	Non-fiction	of	OTH	the name of his tragic family	his tragic family	family	CommonN	N	the name	name	inanimate	inanimate	collective	collective	-2.070581074	3	2	69	N
fnG12.02510.073	Frown	G12	Non-fiction	s	OTH	the text's rootedness	the text	text	CommonN	N	rootedness	rootedness	inanimate	inanimate	inanimate	inanimate	-2.070581074	2	1	72	N
fnG12.02358.092	Frown	G12	Non-fiction	of	OTH	the narrative structure of the text	the text	text	CommonN	N	the narrative structure	structure	inanimate	inanimate	inanimate	inanimate	-2.070581074	2	3	70	N
fnG12.02485.032	Frown	G12	Non-fiction	s	OTH	The text's transfer	The text	text	CommonN	N	transfer	transfer	inanimate	inanimate	inanimate	inanimate	-2.070581074	2	1	75	N
fnG06.01088.002	Frown	G06	Non-fiction	s	OTH	Moakley's allegations	Moakley	Moakley	ProperN	N	allegations	allegations	animate	inanimate	animate	animate	-2.045757491	1	1	79	N
fnG12.02318.052	Frown	G12	Non-fiction	s	OTH	Henry's court	Henry	More	ProperN	N	court	assurance	animate	inanimate	animate	animate	-2.045757491	1	1	78	N
fnG09.01838.002	Frown	G09	Non-fiction	of	OTH	moral and physiological causes of disease	disease	disease	CommonN	Y	moral and physiological causes	causes	inanimate	inanimate	inanimate	inanimate	-2.045757491	1	4	72	N
fnG06.01137.002	Frown	G06	Non-fiction	s	OTH	Congressman Moakley's charges	Congressman Moakley	Moakley	ProperN	N	charges	charges	animate	inanimate	animate	animate	-2.045757491	2	1	77	N
fnG12.02370.042	Frown	G12	Non-fiction	s	OTH	More's day	More	More	ProperN	N	day	day	animate	inanimate	animate	animate	-2.045757491	1	1	65	N
fnG12.02323.012	Frown	G12	Non-fiction	of	OTH	elements of the historical More	the historical More	More	CommonN	N	elements	elements	animate	inanimate	animate	animate	-2.045757491	3	1	78	N
fnG12.02492.022	Frown	G12	Non-fiction	s	OTH	More's own embassy	More	More	ProperN	N	own embassy	embassy	animate	inanimate	animate	animate	-2.045757491	1	2	76	N
fnG12.02417.093	Frown	G12	Non-fiction	s	OTH	More's England	More	More	ProperN	N	England	England	animate	inanimate	animate	animate	-2.045757491	1	1	60	N
fnG09.01730.082	Frown	G09	Non-fiction	of	OTH	this dual explanation of disease	disease	disease	CommonN	Y	this dual explanation	explanation	inanimate	inanimate	inanimate	inanimate	-2.045757491	1	3	70	N
fnG09.01734.002	Frown	G09	Non-fiction	of	OTH	the material explanation of disease	disease	disease	CommonN	Y	the material explanation	explanation	inanimate	inanimate	inanimate	inanimate	-2.045757491	1	3	73	N
fnG09.01686.072	Frown	G09	Non-fiction	of	OTH	repeated outbreaks of the disease	the disease	disease	CommonN	Y	repeated outbreaks	outbreaks	inanimate	inanimate	inanimate	inanimate	-2.045757491	2	2	63	N
fnG06.01063.002	Frown	G06	Non-fiction	s	OTH	Moakley's statement	Moakley	Moakley	ProperN	N	statement	statement	animate	inanimate	animate	animate	-2.045757491	1	1	74	N
fnG06.01242.002	Frown	G06	Non-fiction	s	OTH	Congressman Moakley's statement	Congressman Moakley	Moakley	ProperN	N	statement	statement	animate	inanimate	animate	animate	-2.045757491	2	1	89	N
fnG12.02334.002	Frown	G12	Non-fiction	s	OTH	More's text	More	More	ProperN	N	text	text	animate	inanimate	animate	animate	-2.045757491	1	1	78	N
fnG09.01820.062	Frown	G09	Non-fiction	of	OTH	the transmission of disease	disease	disease	CommonN	Y	the transmission	transmission	inanimate	inanimate	inanimate	inanimate	-2.045757491	1	2	68	N
fnG35.07380.112	Frown	G35	Non-fiction	s	OTH	Lowell's company	Lowell	Lowell	ProperN	N	company	company	animate	inanimate	animate	animate	-2	1	1	80	N
fnG35.07301.102	Frown	G35	Non-fiction	s	OTH	the Lowell's bullying conduct	the Lowell	Lowell	ProperN	N	bullying conduct	conduct	animate	inanimate	animate	animate	-2	2	2	82	N
fnG35.07249.002	Frown	G35	Non-fiction	s	OTH	Lowell's wild determination	Lowell	Lowell	ProperN	N	wild determination	determination	animate	inanimate	animate	animate	-2	1	2	74	N
fnG05.00995.032	Frown	G05	Non-fiction	of	OTH	the importance of art	art	art	CommonN	N	the importance	importance	inanimate	inanimate	inanimate	inanimate	-2	1	2	79	N
fnG57.11799.072	Frown	G57	Non-fiction	s	OTH	America's mission	America	America	ProperN	N	mission	mission	inanimate	inanimate	inanimate	place	-2	1	1	73	N
fnG26.05340.013	Frown	G26	Non-fiction	of	OTH	the state of England	England	England	ProperN	N	the state	state	inanimate	inanimate	inanimate	place	-2	1	2	72	N
fnG26.05318.082	Frown	G26	Non-fiction	s	OTH	England's eternal Chinese wall of class distinctions	England	England	ProperN	N	eternal Chinese wall of class distinctions	wall	inanimate	inanimate	inanimate	place	-2	1	6	77	N
fnG72.14933.002	Frown	G72	Non-fiction	of	OTH	the eve of the coup	the coup	coup	CommonN	N	the eve	eve	inanimate	inanimate	inanimate	inanimate	-1.978810701	2	2	70	N
fnG72.14851.032	Frown	G72	Non-fiction	of	OTH	the 72 hours of the coup	the coup	coup	CommonN	N	the 72 hours	hours	inanimate	inanimate	inanimate	inanimate	-1.978810701	2	3	79	N
fnG72.14924.002	Frown	G72	Non-fiction	s	OTH	the coup's wake	the coup	coup	CommonN	N	wake	wake	inanimate	inanimate	inanimate	inanimate	-1.978810701	2	1	73	N
fnG10.02020.002	Frown	G10	Non-fiction	s	OTH	labor's candidates	labor	labor	CommonN	N	candidates	candidates	inanimate	animate	collective	collective	-1.958607315	1	1	82	N
fnG10.01966.112	Frown	G10	Non-fiction	s	OTH	alone labor's PAC contributions	alone labor	labor	CommonN	N	PAC contributions	contributions	inanimate	inanimate	collective	collective	-1.958607315	2	2	76	N
fnG10.02072.082	Frown	G10	Non-fiction	s	OTH	organized labor 's well-intentioned critics	organized labor	labor	CommonN	N	well-intentioned critics	critics	inanimate	animate	collective	collective	-1.958607315	2	2	76	N
fnG10.01963.042	Frown	G10	Non-fiction	s	OTH	labor's political campaign dollars	labor	labor	CommonN	N	political campaign dollars	dollars	inanimate	inanimate	collective	collective	-1.958607315	1	3	78	N
fnG10.01907.092	Frown	G10	Non-fiction	s	OTH	labor's best friends	labor	labor	CommonN	N	best friends	friends	inanimate	animate	collective	collective	-1.958607315	1	2	87	N
fnG15.03069.012	Frown	G15	Non-fiction	of	OTH	the more traditional implications and identifications of melodrama	melodrama	melodrama	CommonN	N	the more traditional implications and identifications	implications	inanimate	inanimate	inanimate	inanimate	-1.958607315	1	6	79	N
fnG49.10179.072	Frown	G49	Non-fiction	s	OTH	Tecumseh's lead	Tecumseh	Tecumseh	ProperN	N	lead	lead	animate	inanimate	animate	animate	-1.958607315	1	1	79	N
fnG10.02057.062	Frown	G10	Non-fiction	s	OTH	labor's mission	labor	labor	CommonN	N	mission	mission	inanimate	inanimate	collective	collective	-1.958607315	1	1	88	N
fnG49.10075.082	Frown	G49	Non-fiction	of	OTH	the great prowess of Tecumseh	Tecumseh	Tecumseh	ProperN	N	the great prowess	prowess	animate	inanimate	animate	animate	-1.958607315	1	3	70	N
fnG35.07375.072	Frown	G35	Non-fiction	s	OTH	Stafford's relationship	Stafford	Stafford	ProperN	N	relationship	relationship	animate	inanimate	animate	animate	-1.958607315	1	1	74	N
fnG10.02093.002	Frown	G10	Non-fiction	s	OTH	labor's resurgence	labor	labor	CommonN	N	resurgence	resurgence	inanimate	inanimate	collective	collective	-1.958607315	1	1	77	N
fnG10.02044.002	Frown	G10	Non-fiction	s	OTH	organized labor 's role	organized labor	labor	CommonN	N	role	role	inanimate	inanimate	collective	collective	-1.958607315	2	1	77	N
fnG35.07212.002	Frown	G35	Non-fiction	s	OTH	Jean Stafford's own story	Jean Stafford	Stafford	ProperN	N	own story	story	animate	inanimate	animate	animate	-1.958607315	2	2	80	N
fnG49.10069.092	Frown	G49	Non-fiction	s	OTH	Tecumseh's turn	Tecumseh	Tecumseh	ProperN	N	turn	turn	animate	inanimate	animate	animate	-1.958607315	1	1	78	N
fnG35.07338.082	Frown	G35	Non-fiction	s	OTH	Stafford's ungainly Neville undertaking	Stafford	Stafford	ProperN	N	ungainly Neville undertaking	undertaking	animate	inanimate	animate	animate	-1.958607315	1	3	79	N
fnG11.02292.072	Frown	G11	Non-fiction	of	OTH	the case of the Holocaust	the Holocaust	Holocaust	CommonN	N	the case	case	inanimate	inanimate	inanimate	inanimate	-1.920818754	2	2	66	N
fnG11.02249.082	Frown	G11	Non-fiction	of	OTH	the ultimate meaning of the Holocaust	the Holocaust	Holocaust	CommonN	N	the ultimate meaning	meaning	inanimate	inanimate	inanimate	inanimate	-1.920818754	2	3	68	N
fnG53.10961.032	Frown	G53	Non-fiction	of	OTH	the ships of his play	his play	play	CommonN	N	the ships	ships	inanimate	inanimate	inanimate	inanimate	-1.903089987	2	2	68	N
fnG15.03023.002	Frown	G15	Non-fiction	of	OTH	new forms of public desire	public desire	desire	CommonN	N	new forms	forms	inanimate	inanimate	inanimate	inanimate	-1.886056648	2	2	66	N
fnG57.11881.012	Frown	G57	Non-fiction	of	OTH	the goals of public schools	public schools	schools	CommonN	Y	the goals	goals	inanimate	inanimate	inanimate	place	-1.838631998	2	2	70	N
fnG57.11877.112	Frown	G57	Non-fiction	of	OTH	the moral mission of the schools	the schools	schools	CommonN	Y	the moral mission	mission	inanimate	inanimate	inanimate	place	-1.838631998	2	3	68	N
fnG57.11717.032	Frown	G57	Non-fiction	of	OTH	the monopoly of older Latin grammar schools	older Latin grammar schools	schools	CommonN	Y	the monopoly	monopoly	inanimate	inanimate	inanimate	place	-1.838631998	4	2	71	N
fnG57.11822.022	Frown	G57	Non-fiction	of	OTH	strong systems of denominational schools	denominational schools	schools	CommonN	Y	strong systems	systems	inanimate	inanimate	inanimate	place	-1.838631998	2	2	74	N
fnG10.02046.092	Frown	G10	Non-fiction	of	OTH	the convention of any U.S. industrial union	ny U.S. industrial union	union	CommonN	N	the convention	convention	inanimate	inanimate	collective	collective	-1.823908741	4	2	78	N
fnG10.01899.112	Frown	G10	Non-fiction	s	OTH	the union's seasoned political organizers	the union	union	CommonN	N	seasoned political organizers	organizers	inanimate	animate	collective	collective	-1.823908741	2	3	87	N
fnG10.01991.032	Frown	G10	Non-fiction	s	OTH	the union's strike	the union	union	CommonN	N	strike	strike	inanimate	inanimate	collective	collective	-1.823908741	2	1	82	N
fnG52.10757.002	Frown	G52	Non-fiction	s	OTH	Hartley's ability	Hartley	Hartley	ProperN	N	ability	ability	animate	inanimate	animate	animate	-1.809668302	1	1	79	N
fnG52.10760.063	Frown	G52	Non-fiction	s	OTH	Hartley's concept	Hartley	Hartley	ProperN	N	concept	concept	animate	inanimate	animate	animate	-1.809668302	1	1	76	N
fnG52.10786.082	Frown	G52	Non-fiction	s	OTH	Hartley's opinion	Hartley	Hartley	ProperN	N	opinion	opinion	animate	inanimate	animate	animate	-1.809668302	1	1	77	N
fnG52.10770.002	Frown	G52	Non-fiction	s	OTH	Hartley's paintings	Hartley	Hartley	ProperN	N	paintings	paintings	animate	inanimate	animate	animate	-1.809668302	1	1	74	N
fnG52.10812.012	Frown	G52	Non-fiction	s	OTH	Hartley's New Mexico reminiscences	Hartley	Hartley	ProperN	N	New Mexico reminiscences	reminiscences	animate	inanimate	animate	animate	-1.809668302	1	3	74	N
fnG52.10806.002	Frown	G52	Non-fiction	s	OTH	Hartley's work	Hartley	Hartley	ProperN	N	work	work	animate	inanimate	animate	animate	-1.809668302	1	1	78	N
fnG52.10818.012	Frown	G52	Non-fiction	s	OTH	Hartley's work	Hartley	Hartley	ProperN	N	work	work	animate	inanimate	animate	animate	-1.809668302	1	1	79	N
fnG52.10824.042	Frown	G52	Non-fiction	s	OTH	Hartley's work	Hartley	Hartley	ProperN	N	work	work	animate	inanimate	animate	animate	-1.809668302	1	1	79	N
fnG55.11400.032	Frown	G55	Non-fiction	s	OTH	Maria's efforts	Maria	Maria	ProperN	N	efforts	efforts	animate	inanimate	animate	animate	-1.795880017	1	1	72	N
fnG55.11423.052	Frown	G55	Non-fiction	s	OTH	Maria's failure	Maria	Maria	ProperN	N	failure	failure	animate	inanimate	animate	animate	-1.795880017	1	1	80	N
fnG54.11089.042	Frown	G54	Non-fiction	s	OTH	Shakespeare's ascendancy	Shakespeare	Shakespeare	ProperN	N	ascendancy	ascendancy	animate	inanimate	animate	animate	-1.782516056	1	1	77	N
fnG54.11205.112	Frown	G54	Non-fiction	s	OTH	Shakespeare 's early contemporaries	an assassin	Shakespeare	CommonN	N	early contemporaries	contemporaries	animate	animate	animate	animate	-1.782516056	2	2	79	N
fnG54.11163.032	Frown	G54	Non-fiction	s	OTH	Shakespeare's facility	Shakespeare	Shakespeare	ProperN	N	facility	facility	animate	inanimate	animate	animate	-1.782516056	1	1	83	N
fnG54.11240.092	Frown	G54	Non-fiction	s	OTH	Shakespeare's fellows	Shakespeare	Shakespeare	ProperN	N	fellows	fellows	animate	animate	animate	animate	-1.782516056	1	1	78	N
fnG54.11154.032	Frown	G54	Non-fiction	s	OTH	Shakespeare's patron	Shakespeare	Shakespeare	ProperN	N	patron	patron	animate	animate	animate	animate	-1.782516056	1	1	76	N
fnG54.11200.002	Frown	G54	Non-fiction	s	OTH	Shakespeare's early preeminence	Shakespeare	Shakespeare	ProperN	N	early preeminence	preeminence	animate	inanimate	animate	animate	-1.782516056	1	2	77	N
fnG54.11108.002	Frown	G54	Non-fiction	s	OTH	Shakespeare's story	Shakespeare	Shakespeare	ProperN	N	story	story	animate	inanimate	animate	animate	-1.782516056	1	1	79	N
fnG54.11197.092	Frown	G54	Non-fiction	s	OTH	young Shakespeare's story	young Shakespeare	Shakespeare	ProperN	N	story	story	animate	inanimate	animate	animate	-1.782516056	2	1	76	N
fnG46.09521.052	Frown	G46	Non-fiction	s	OTH	Hitchcock's self&rehy;promotional activities	Hitchcock	Hitchcock	ProperN	N	self-promotional activities	activities	animate	inanimate	animate	animate	-1.769551079	1	2	75	N
fnG46.09507.032	Frown	G46	Non-fiction	s	OTH	Hitchcock's career	Hitchcock	Hitchcock	ProperN	N	career	career	animate	inanimate	animate	animate	-1.769551079	1	1	79	N
fnG09.01682.102	Frown	G09	Non-fiction	of	OTH	the initial catastrophe of plague	plague	plague	CommonN	N	the initial catastrophe	catastrophe	inanimate	inanimate	inanimate	inanimate	-1.769551079	1	3	63	N
fnG46.09512.002	Frown	G46	Non-fiction	s	OTH	Hitchcock's own massive efforts	Hitchcock	Hitchcock	ProperN	N	own massive efforts	efforts	animate	inanimate	animate	animate	-1.769551079	1	3	75	N
fnG46.09503.042	Frown	G46	Non-fiction	s	OTH	Hitchcock's British films	Hitchcock	Hitchcock	ProperN	N	British films	films	animate	inanimate	animate	animate	-1.769551079	1	2	79	N
fnG09.01772.002	Frown	G09	Non-fiction	of	OTH	the history of the plague	the plague	plague	CommonN	N	the history	history	inanimate	inanimate	inanimate	inanimate	-1.769551079	2	2	68	N
fnG09.01831.102	Frown	G09	Non-fiction	of	OTH	the representation of the plague	the plague	plague	CommonN	N	the representation	representation	inanimate	inanimate	inanimate	inanimate	-1.769551079	2	2	66	N
fnG46.09465.042	Frown	G46	Non-fiction	s	OTH	Hitchcock's reputation	Hitchcock	Hitchcock	ProperN	N	reputation	reputation	animate	inanimate	animate	animate	-1.769551079	1	1	82	N
fnG09.01820.062	Frown	G09	Non-fiction	of	OTH	the spread of plague	plague	plague	CommonN	N	the spread	spread	inanimate	inanimate	inanimate	inanimate	-1.769551079	1	2	68	N
fnG46.09459.102	Frown	G46	Non-fiction	s	OTH	Hitchcock's stature	Hitchcock	Hitchcock	ProperN	N	stature	stature	animate	inanimate	animate	animate	-1.769551079	1	1	79	N
fnG46.09453.023	Frown	G46	Non-fiction	s	OTH	Hitchcock's reputational trajectory	Hitchcock	Hitchcock	ProperN	N	reputational trajectory	trajectory	animate	inanimate	animate	animate	-1.769551079	1	2	70	N
fnG46.09587.002	Frown	G46	Non-fiction	s	OTH	Hitchcock's work	Hitchcock	Hitchcock	ProperN	N	work	work	animate	inanimate	animate	animate	-1.769551079	1	1	76	N
fnG73.15107.082	Frown	G73	Non-fiction	s	OTH	Melville's abilities	Melville	Melville	ProperN	N	abilities	abilities	animate	inanimate	animate	animate	-1.732828272	1	1	66	N
fnG73.15063.032	Frown	G73	Non-fiction	s	OTH	Melville's attitude	Melville	Melville	ProperN	N	attitude	attitude	animate	inanimate	animate	animate	-1.732828272	1	1	81	N
fnG73.15060.002	Frown	G73	Non-fiction	s	OTH	Melville's death	Melville	Melville	ProperN	N	death	death	animate	inanimate	animate	animate	-1.732828272	1	1	78	N
fnG73.15076.082	Frown	G73	Non-fiction	s	OTH	Melville's irritation	Melville	Melville	ProperN	N	irritation	irritation	animate	inanimate	animate	animate	-1.732828272	1	1	74	N
fnG73.15090.044	Frown	G73	Non-fiction	s	OTH	Melville's irritation	Melville	Melville	ProperN	N	irritation	irritation	animate	inanimate	animate	animate	-1.732828272	1	1	76	N
fnG73.15126.102	Frown	G73	Non-fiction	s	OTH	Melville's mode of writing	Melville	Melville	ProperN	N	mode of writing	mode	animate	inanimate	animate	animate	-1.732828272	1	3	72	N
fnG73.15013.002	Frown	G73	Non-fiction	of	OTH	the great readers of Melville	Melville	Melville	ProperN	N	the great readers	readers	animate	animate	animate	animate	-1.732828272	1	3	65	N
fnG73.15116.033	Frown	G73	Non-fiction	s	OTH	Melville's relation	Melville	Melville	ProperN	Y	relation	relation	animate	inanimate	animate	animate	-1.732828272	1	1	75	N
fnG73.15054.082	Frown	G73	Non-fiction	s	OTH	Melville's sense	Melville	Melville	ProperN	N	sense	sense	animate	inanimate	animate	animate	-1.732828272	1	1	75	N
fnG73.15054.082	Frown	G73	Non-fiction	s	OTH	Melville's struggle	Melville	Melville	ProperN	N	struggle	struggle	animate	inanimate	animate	animate	-1.732828272	1	1	75	N
fnG73.15076.082	Frown	G73	Non-fiction	s	OTH	Melville's struggle	Melville	Melville	ProperN	N	struggle	struggle	animate	inanimate	animate	animate	-1.732828272	1	1	74	N
fnG73.15125.042	Frown	G73	Non-fiction	s	OTH	Melville's text	Melville	Melville	ProperN	N	text	text	animate	inanimate	animate	animate	-1.732828272	1	1	72	N
fnG73.15100.002	Frown	G73	Non-fiction	s	OTH	Melville's theft	Melville	Melville	ProperN	N	theft	theft	animate	inanimate	animate	animate	-1.732828272	1	1	68	N
fnG73.15016.012	Frown	G73	Non-fiction	s	OTH	Melville's works	Melville	Melville	ProperN	N	works	works	animate	inanimate	animate	animate	-1.732828272	1	1	70	N
fnG46.09537.093	Frown	G46	Non-fiction	s	OTH	Hawks' artistry	Hawks	Hawks	ProperN	Y	artistry	artistry	animate	inanimate	animate	animate	-1.698970004	1	1	80	N
fnG46.09561.002	Frown	G46	Non-fiction	of	OTH	behalf of Hawks	Hawks	Hawks	ProperN	Y	behalf	behalf	animate	inanimate	animate	animate	-1.698970004	1	1	77	N
fnG46.09572.052	Frown	G46	Non-fiction	of	OTH	behalf of Hawks	Hawks	Hawks	ProperN	Y	behalf	behalf	animate	inanimate	animate	animate	-1.698970004	1	1	72	N
fnG46.09528.082	Frown	G46	Non-fiction	of	OTH	the filmmaking career of Howard Hawks	Howard Hawks	Hawks	ProperN	Y	the filmmaking career	career	animate	inanimate	animate	animate	-1.698970004	2	3	76	N
fnG46.09541.052	Frown	G46	Non-fiction	s	OTH	Hawks' filmmaking career	Hawks	Hawks	ProperN	Y	filmmaking career	career	animate	inanimate	animate	animate	-1.698970004	1	2	70	N
fnG46.09544.002	Frown	G46	Non-fiction	s	OTH	Howard Hawks' career	Howard Hawks	Hawks	ProperN	Y	career	career	animate	inanimate	animate	animate	-1.698970004	2	1	72	N
fnG46.09569.012	Frown	G46	Non-fiction	s	OTH	Hawks' films	Hawks	Hawks	ProperN	Y	films	films	animate	inanimate	animate	animate	-1.698970004	1	1	70	N
fnG46.09572.052	Frown	G46	Non-fiction	s	OTH	Hawks' films	Hawks	Hawks	ProperN	Y	films	films	animate	inanimate	animate	animate	-1.698970004	1	1	72	N
fnG46.09539.092	Frown	G46	Non-fiction	s	OTH	Hawks' reputation	Hawks	Hawks	ProperN	Y	reputation	reputation	animate	inanimate	animate	animate	-1.698970004	1	1	76	N
fnG46.09533.032	Frown	G46	Non-fiction	s	OTH	Hawks' stature	Hawks	Hawks	ProperN	Y	stature	stature	animate	inanimate	animate	animate	-1.698970004	1	1	78	N
fnG02.00225.002	Frown	G02	Non-fiction	of	OTH	the full benefits of Europe	Europe	Europe	ProperN	N	the full benefits	benefits	inanimate	inanimate	inanimate	place	-1.568636236	1	3	72	N
fnG02.00321.052	Frown	G02	Non-fiction	s	OTH	Europe's important flanks	Europe	Europe	ProperN	N	important flanks	flanks	inanimate	inanimate	inanimate	place	-1.568636236	1	2	80	N
fnG02.00226.062	Frown	G02	Non-fiction	s	OTH	Europe's gross domestic product	Europe	Europe	ProperN	N	gross domestic product	product	inanimate	inanimate	inanimate	place	-1.568636236	1	3	69	N
fnG08.01483.052	Frown	G08	Non-fiction	s	OTH	Douglass's accomplishments	Douglass	Douglass	ProperN	Y	accomplishments	accomplishments	animate	inanimate	animate	animate	-1.560667306	1	1	76	N
fnG08.01620.022	Frown	G08	Non-fiction	s	OTH	Douglass's autobiography	Douglass	Douglass	ProperN	Y	autobiography	autobiography	animate	inanimate	animate	animate	-1.560667306	1	1	75	N
fnG08.01549.002	Frown	G08	Non-fiction	of	OTH	the best biographies of Douglass	Douglass	Douglass	ProperN	Y	the best biographies	biographies	animate	inanimate	animate	animate	-1.560667306	1	3	65	N
fnG08.01542.102	Frown	G08	Non-fiction	of	OTH	the first full-length biography of Douglass	Douglass	Douglass	ProperN	Y	the first full-length biography	biography	animate	inanimate	animate	animate	-1.560667306	1	4	63	N
fnG08.01566.052	Frown	G08	Non-fiction	s	OTH	Douglass's concept of self-reliance	Douglass	Douglass	ProperN	Y	concept of self-reliance	concept	animate	inanimate	animate	animate	-1.560667306	1	3	70	N
fnG08.01614.042	Frown	G08	Non-fiction	of	OTH	the early sexual development of Douglass	Douglass	Douglass	ProperN	Y	the early sexual development	development	animate	inanimate	animate	animate	-1.560667306	1	4	81	N
fnG08.01644.002	Frown	G08	Non-fiction	s	OTH	Douglass's ambivalent feelings	Douglass	Douglass	ProperN	Y	ambivalent feelings	feelings	animate	inanimate	animate	animate	-1.560667306	1	2	72	N
fnG08.01581.042	Frown	G08	Non-fiction	s	OTH	Douglass's ideology	Douglass	Douglass	ProperN	Y	ideology	ideology	animate	inanimate	animate	animate	-1.560667306	1	1	73	N
fnG08.01494.092	Frown	G08	Non-fiction	s	OTH	Douglass's life	Douglass	Douglass	ProperN	Y	life	life	animate	inanimate	animate	animate	-1.560667306	1	1	67	N
fnG08.01532.112	Frown	G08	Non-fiction	s	OTH	Douglass's life and writings	Douglass	Douglass	ProperN	Y	life and writings	life	animate	inanimate	animate	animate	-1.560667306	1	3	75	N
fnG08.01603.002	Frown	G08	Non-fiction	s	OTH	Douglass's private life	Douglass	Douglass	ProperN	Y	private life	life	animate	inanimate	animate	animate	-1.560667306	1	2	79	N
fnG08.01504.082	Frown	G08	Non-fiction	of	OTH	the myth of Frederick Douglass	Frederick Douglass	Douglass	ProperN	Y	the myth	myth	animate	inanimate	animate	animate	-1.560667306	2	2	76	N
fnG08.01594.052	Frown	G08	Non-fiction	s	OTH	the women's movement	the women	Douglass	CommonN	N	movement	relationship	animate	inanimate	animate	animate	-1.560667306	2	1	72	N
fnG08.01667.052	Frown	G08	Non-fiction	s	OTH	Douglass's relationship	Douglass	Douglass	ProperN	Y	relationship	relationship	animate	inanimate	animate	animate	-1.560667306	1	1	71	N
fnG08.01658.002	Frown	G08	Non-fiction	s	OTH	Douglass's relationships	Douglass	Douglass	ProperN	Y	relationships	relationships	animate	inanimate	animate	animate	-1.560667306	1	1	67	N
fnG08.01530.002	Frown	G08	Non-fiction	s	OTH	Douglass's setbacks	Douglass	Douglass	ProperN	Y	setbacks	setbacks	animate	inanimate	animate	animate	-1.560667306	1	1	75	N
fnG08.01626.022	Frown	G08	Non-fiction	s	OTH	Douglass's financial success	Douglass	Douglass	ProperN	Y	financial success	success	animate	inanimate	animate	animate	-1.560667306	1	2	72	N
